Name,Period,Diet,Country,Name_kr,Continent
Tienshanosaurus,Jurassic,herbivore,China,티엔산사우루스,Asia
Timimus,Cretaceous,unknown,Australia,티미무스,Australia
Titanoceratops,Cretaceous,herbivore,North America,티타노세라톱스,North America
Titanosaurus,Cretaceous,herbivore,India,티타노사우루스,Asia
Tochisaurus,Cretaceous,omnivore,Mongolia,토치사우루스,Asia
Tonganosaurus,Jurassic,herbivore,China,통가노사우루스,Asia
Tonouchisaurus,Cretaceous,unknown,Mongolia,토누치사우루스,Asia
Tornieria,Jurassic,herbivore,Tanzania,토니에리아,Africa
Torosaurus,Cretaceous,herbivore,North America,토로사우루스,North America
Torvosaurus,Jurassic,carnivore,North America,토르보사우루스,North America
Torvosaurus,Jurassic,carnivore,Portugal,토르보사우루스,Europe
Trachodon,Cretaceous,herbivore,North America,트라코돈,North America
Tralkasaurus,Cretaceous,carnivore,South America,트랄카사우루스,South America
Traukutitan,Cretaceous,herbivore,South America,트라우쿠타이탄,South America
Triceratops,Cretaceous,herbivore,North America,트리케라톱스,North America
Trigonosaurus,Cretaceous,herbivore,South America,트리고노사우루스,South America
Trimucrodon,Jurassic,herbivore,Portugal,트리무크로돈,Europe
Trinisaura,Cretaceous,herbivore,Antarctica,트리니사우루스,Antarctica
Troodon,Cretaceous,carnivore,North America,트로오돈,North America
Tsaagan,Cretaceous,carnivore,Mongolia,차간,Asia
Tsagantegia,Cretaceous,herbivore,Mongolia,차간테기아,Asia
Tsintaosaurus,Cretaceous,herbivore,China,칭다오사우루스,Asia
Tugulusaurus,Cretaceous,carnivore,China,투굴루사우루스,Asia
Tuojiangosaurus,Jurassic,herbivore,China,투장고사우루스,Asia
Turanoceratops,Cretaceous,herbivore,Uzbekistan,투라노세라톱스,Asia
Turiasaurus,Jurassic,herbivore,Spain,투리아사우루스,Europe
Tylocephale,Cretaceous,herbivore,Mongolia,틸로세팔,Asia
Tyrannosaurus,Cretaceous,carnivore,North America,티라노사우루스,North America
Tyrannotitan,Cretaceous,carnivore,South America,티라노티탄,South America
Uberabatitan,Cretaceous,herbivore,South America,우베라바티탄,South America
Udanoceratops,Cretaceous,herbivore,Mongolia,우다노세라톱스,Asia
Ultrasaurus,Cretaceous,herbivore,South Korea,울트라사우루스,Asia
Unaysaurus,Triassic,herbivore,South America,우나이사우루스,South America
Unenlagia,Cretaceous,carnivore,South America,우넨라기아,South America
Unescoceratops,Cretaceous,herbivore,North America,유네스코세라톱스,North America
Unquillosaurus,Cretaceous,carnivore,South America,운킬로사우루스,South America
Urbacodon,Cretaceous,carnivore,Uzbekistan,어바코돈,Asia
Utahceratops,Cretaceous,herbivore,North America,유타세라톱스,North America
Utahraptor,Cretaceous,carnivore,North America,유타랩터,North America
Uteodon,Jurassic,herbivore,North America,유테오돈,North America
Vagaceratops,Cretaceous,herbivore,North America,바가세라톱스,North America
Vahiny,Cretaceous,herbivore,Madagascar,바히니,Africa
Valdoraptor,Cretaceous,carnivore,England,발도랩토르,Europe
Valdosaurus,Cretaceous,herbivore,England,발도사우루스,Europe
Vallibonavenatrix,Cretaceous,carnivore,Spain,발리보나베나트리스,Europe
Variraptor,Cretaceous,carnivore,England,바리랩토르,Europe
Vayuraptor,Cretaceous,carnivore,Thail,바유랩토르,Asia
Velafrons,Cretaceous,herbivore,North America,벨라프론스,North America
Velocipes,Triassic,carnivore,etc,벨로서페스,etc
Velociraptor,Cretaceous,carnivore,Mongolia,벨로키랍토르,Asia
Velocisaurus,Cretaceous,carnivore,South America,벨로시사우루스,South America
Venenosaurus,Cretaceous,herbivore,North America,베네노사우루스,North America
Veterupristisaurus,Jurassic,carnivore,Tanzania,베테루프리스티사우루스,Africa
Vitakridrinda,Cretaceous,carnivore,Pakistan,비타크리드린다,Asia
Vitakrisaurus,Cretaceous,carnivore,Pakistan,비타크리사우루스,Asia
Volkheimeria,Jurassic,herbivore,South America,볼크하이메리아,South America
Vouivria,Jurassic,herbivore,France,부이브리아,Europe
Vulcanodon,Jurassic,herbivore,etc,불카노돈,etc
Wakinosaurus,Cretaceous,carnivore,Japan,와키노사우루스,Asia
Walgettosuchus,Cretaceous,carnivore,Australia,월게토수쿠스,Australia
Wamweracaudia,Jurassic,herbivore,Tanzania,왐웨라쿠디아,Africa
Wannanosaurus,Cretaceous,herbivore,China,완난사우루스,Asia
Weewarrasaurus,Cretaceous,herbivore,Australia,위워라사우루스,Australia
Wellnhoferia,Jurassic,carnivore,Germany,벨노페리아,Europe
Willinakaqe,Cretaceous,herbivore,South America,윌리나카크,South America
Wintonotitan,Cretaceous,herbivore,Australia,윈토노타이탄,Australia
Wuerhosaurus,Cretaceous,herbivore,China,웨르호사우루스,Asia
Wulagasaurus,Cretaceous,herbivore,China,우라가사우루스,Asia
Wulatelong,Cretaceous,omnivore,China,우라텔롱,Asia
Xenoceratops,Cretaceous,herbivore,North America,제노세라톱스,North America
Xenoposeidon,Cretaceous,herbivore,England,제노포세이돈,Europe
Xenotarsosaurus,Cretaceous,carnivore,South America,제노타르소사우루스,South America
Xianshanosaurus,Cretaceous,herbivore,China,시안산사우루스,Asia
Xiaosaurus,Jurassic,herbivore,China,샤오사우루스,Asia
Xiaotingia,Jurassic,carnivore,China,샤오팅기아,Asia
Xinjiangovenator,Cretaceous,carnivore,etc,신장고베나토르,etc
Xinjiangtitan,Jurassic,herbivore,etc,신장티탄,etc
Xiongguanlong,Cretaceous,carnivore,China,시옹과롱,Asia
Xixianykus,Cretaceous,unknown,China,시시안이쿠스,Asia
Xixiasaurus,Cretaceous,carnivore,etc,시시아사우루스,etc
Xixiposaurus,Jurassic,omnivore,etc,시시포사우루스,etc
Xuanhanosaurus,Jurassic,carnivore,etc,쉬안하노사우루스,etc
Xuanhuaceratops,Jurassic,herbivore,etc,쉬안화세라톱스,etc
Xunmenglong,Cretaceous,carnivore,China,쉰멍룡,Asia
Xuwulong,Cretaceous,herbivore,China,쉬우룡,Asia
Yamaceratops,Cretaceous,herbivore,Mongolia,야마세라톱스,Asia
Yamanasaurus,Cretaceous,herbivore,South America,야마나사우루스,South America
Yandusaurus,Jurassic,herbivore,China,얀두사우루스,Asia
Yangchuanosaurus,Jurassic,carnivore,China,양춘사우루스,Asia
Yaverlandia,Cretaceous,carnivore,England,야버랜디아,Europe
Yibinosaurus,Jurassic,herbivore,etc,이비노사우루스,etc
Yimenosaurus,Jurassic,herbivore,etc,이메노사우루스,etc
Yingshanosaurus,Jurassic,herbivore,China,잉산사우루스,Asia
Yinlong,Jurassic,herbivore,etc,인룡,etc
Yixianosaurus,Cretaceous,carnivore,etc,이시안사우루스,etc
Yizhousaurus,Jurassic,herbivore,etc,이저우사우루스,etc
Yongjinglong,Cretaceous,herbivore,etc,용징룡,etc
Yuanmousaurus,Jurassic,herbivore,etc,위안모사우루스,etc
Yueosaurus,Cretaceous,herbivore,etc,위오사우루스,etc
Yulong,Cretaceous,omnivore,etc,유룡,etc
Yunganglong,Cretaceous,herbivore,etc,윙강룡,etc
Yunnanosaurus,Jurassic,herbivore,etc,윈난사우루스,etc
Yunxianosaurus,Cretaceous,herbivore,etc,윈시안사우루스,etc
Yurgovuchia,Cretaceous,carnivore,North America,유르고부키아,North America
Yutyrannus,Cretaceous,carnivore,China,유티란누스,Asia
Zalmoxes,Cretaceous,herbivore,Romania,잘모크세스,Europe
Zanabazar,Cretaceous,carnivore,Mongolia,자나바자르,Asia
Zapalasaurus,Cretaceous,herbivore,South America,자팔라사우루스,South America
Zapsalis,Cretaceous,carnivore,North America,잽살리스,North America
Zby,Jurassic,herbivore,Portugal,즈비,Europe
Zephyrosaurus,Cretaceous,herbivore,North America,제피로사우루스,North America
Zhanghenglong,Cretaceous,herbivore,China,장헝룡,Asia
Zhejiangosaurus,Cretaceous,herbivore,China,저장오사우루스,Asia
Zhongornis,Cretaceous,unknown,China,종오르니스,Asia
Zhongyuansaurus,Cretaceous,herbivore,China,종위윈사우루스,Asia
Zhuchengceratops,Cretaceous,herbivore,China,주청세라톱스,Asia
Zhuchengtyrannus,Cretaceous,carnivore,China,주청티라노스,Asia
Ziapelta,Cretaceous,herbivore,North America,지아펠타,North America
Zigongosaurus,Jurassic,herbivore,China,지공사우루스,Asia
Zizhongosaurus,Jurassic,herbivore,China,지종사우루스,Asia
Zuniceratops,Cretaceous,herbivore,North America,주니세라톱스,North America
Zuolong,Jurassic,carnivore,China,주올롱,Asia
Zupaysaurus,Triassic,carnivore,South America,주파이사우루스,South America
Zuul,Cretaceous,herbivore,North America,줄,North America
